-272.79,-740.90,-2869.66,-1707.99,-181.12,598.73,1449.52,-341.32,-3200.70,-2556.28,68.72,-49.80,-949.15,-3321.81,-2162.34,-1604.40,1717.79,-1808.22,-2949.71,3685.82,-1190.48,-793.27,-1700.25,-1203.54,-981.22,-1612.63,-307.72,5972.91,562.73,-2052.63,-604.35,-922.72,-1073.03,1868.71,2396.67,-750.60,172.72,3172.50,463.01,-1309.26,-281.43,-3762.79,-2624.87,-2942.51,-4927.77,3753.95,-1221.30,1406.94,480.60,-1521.99,-403.41,960.68,3520.69,-779.75,-213.82,810.08,2141.15,1862.83,-1420.07,-2276.37,1429.71,-295.90,527.36,2943.15,0.00
631.27,-616.26,-3173.51,-1685.61,-336.53,206.86,1628.24,-269.47,-3786.72,-2820.43,332.18,157.53,-755.19,-4220.03,-2234.60,-1199.53,2153.67,-2217.56,-2488.86,4574.84,-1310.33,-1463.08,-1803.30,-807.94,-1689.43,-1764.50,262.80,6413.37,58.55,-2135.25,-187.64,-980.67,-790.97,1666.51,2906.91,-559.97,169.15,3008.38,614.34,-2969.00,-107.24,-4253.96,-3005.05,-4054.25,-4602.75,4267.38,-798.73,1409.06,-136.67,-1219.43,-518.10,1291.45,3903.71,-1280.83,-415.72,751.85,2126.49,1990.63,-2312.16,-2899.03,2368.41,-581.63,1659.12,3572.77,0.00
373.95,-1000.80,-3044.69,-1234.31,-597.30,556.37,1962.27,-70.38,-3590.25,-2742.66,558.81,-29.85,-1242.93,-3860.86,-1461.22,-1952.45,1806.98,-1852.48,-2583.10,4158.42,-766.90,-944.18,-2037.14,-1179.56,-1709.72,-1267.22,52.31,6546.51,-408.17,-1660.49,-702.39,-807.90,-561.95,1982.26,2312.22,-918.91,637.35,3482.96,632.30,-2451.76,-200.01,-4415.72,-2107.72,-3421.89,-3726.32,3590.50,-671.42,1867.81,-276.41,-1085.43,-647.57,532.11,5158.11,-1419.31,-133.72,671.33,2183.93,2133.66,-2072.22,-3224.29,2760.32,-819.44,1422.53,2971.64,0.00
-936.36,41.31,-2377.35,-1881.07,-524.30,-562.23,2165.23,890.73,-4237.34,-1879.55,538.10,-1831.84,-551.64,-3211.43,-1819.27,-1102.77,1838.09,-3332.97,-2144.65,4663.78,-2222.17,-2735.76,-2693.19,-1281.75,-899.47,-2121.44,-741.31,6559.35,885.26,-1686.74,641.93,-522.66,-401.47,260.73,1880.99,-362.73,-585.99,3845.01,663.91,-3612.36,216.72,-4403.81,-1410.96,-4436.00,-5698.25,4592.71,-1590.39,817.90,1434.46,-1539.59,-1468.51,2031.83,2461.45,-1039.24,-1141.55,416.10,2269.09,2571.48,-2008.01,-2826.66,1571.16,-630.22,2415.50,3153.93,0.00
688.60,-593.51,-2756.86,-1683.61,76.03,253.57,1442.58,-109.52,-3865.09,-2795.16,448.89,242.56,-999.22,-4499.10,-2662.87,-1592.51,2082.03,-2258.90,-2980.84,4319.40,-2085.66,-1637.40,-1038.51,-1122.98,-921.15,-1669.74,704.65,6150.95,-351.15,-1842.26,-115.61,-787.16,-1602.07,1509.33,2058.75,-805.42,-286.82,3897.72,789.99,-1976.61,-214.21,-4058.27,-3379.60,-4056.77,-4969.24,4419.81,-738.33,1811.01,492.17,-998.45,240.17,1487.83,4433.19,-924.58,-459.26,819.52,2326.32,1817.03,-2228.77,-2527.64,2365.02,-199.73,1106.79,3484.29,0.00
1258.34,-838.41,-2504.60,-1381.43,-611.00,-141.92,1931.18,246.17,-1986.56,-2341.42,216.08,573.11,-220.55,-3426.99,-2128.53,-1982.44,1247.29,-1847.18,-3613.35,3262.48,-818.76,-1201.14,-1129.90,-1518.14,-1741.48,-1382.41,-365.97,6572.11,-1138.64,-1321.17,-655.72,-359.10,-411.01,2145.83,1271.93,-946.80,145.02,3715.99,1094.94,-2315.63,197.26,-3824.81,-2123.13,-3282.81,-3144.94,3438.60,-286.97,2274.06,-627.47,-1099.06,189.34,142.63,4315.35,-1464.34,-48.81,914.35,2464.15,1523.07,-1730.33,-2104.83,3359.40,-525.84,863.89,3551.54,0.00
984.42,-622.68,-2597.77,-1724.60,-509.29,-436.18,2275.63,711.96,-2296.97,-2483.43,378.96,134.12,-308.31,-3802.04,-2102.33,-1107.13,1067.07,-2095.92,-2999.88,3432.83,-1410.43,-2348.49,-1211.88,-1765.53,-1813.80,-1378.03,-51.54,5782.50,-994.62,-818.76,-114.18,-759.03,-125.03,1041.55,795.97,-1075.47,-218.49,3913.60,933.48,-2961.69,40.33,-4172.80,-2678.52,-3886.40,-2867.16,4260.64,219.42,1836.60,-166.87,-1189.29,-109.71,558.09,4378.23,-1349.43,-380.26,704.08,2500.15,1641.51,-2245.53,-2288.96,3653.52,-799.74,1643.33,3563.83,0.00
308.48,-379.45,-3115.24,-2160.48,-227.20,-573.98,2563.26,759.35,-4273.30,-2618.89,489.86,-923.89,-646.71,-4506.69,-2332.05,-505.47,2010.18,-3092.47,-2219.17,4856.20,-1804.90,-2907.45,-2148.12,-1263.10,-1666.78,-1936.61,298.11,6475.65,221.41,-1861.10,568.89,-1119.63,-199.97,346.76,2175.86,-479.27,-302.65,3541.48,509.93,-4167.62,39.55,-5073.33,-2879.11,-5092.22,-4524.48,5628.17,-423.29,1147.81,383.31,-1417.71,-1088.31,1883.31,3839.67,-1531.04,-717.36,607.56,2350.87,2216.10,-3182.31,-2783.27,2842.64,-996.73,2811.27,3889.13,0.00
326.34,-872.35,-3323.27,-1343.86,-627.56,132.44,2441.20,350.58,-3235.83,-2545.63,428.24,-171.16,-1201.04,-3846.07,-1698.32,-1270.29,1788.68,-2048.17,-2798.86,3906.29,-689.48,-1702.83,-2070.10,-1448.06,-1770.69,-1501.71,-92.57,6538.86,-270.44,-1639.39,-162.22,-872.43,-36.71,1703.79,2249.24,-1037.65,379.78,3703.69,730.50,-2567.62,75.71,-4677.56,-1980.92,-3769.05,-3747.41,4244.93,-254.73,1806.27,-381.00,-1283.74,-972.65,772.48,4763.28,-1550.03,7.00,862.92,2431.54,1994.61,-2456.98,-2681.43,2966.82,-1220.56,1515.47,3207.48,0.00
259.65,-514.39,-1651.65,-880.37,-304.04,614.97,1331.29,480.42,-3791.29,-1936.96,797.17,-522.58,-1140.91,-3472.98,-2335.21,-2695.69,1497.55,-2607.39,-3068.06,3978.03,-2600.53,-1754.42,-1242.26,-1331.22,-269.48,-1721.78,510.63,6020.71,-660.75,-928.47,-83.54,-350.19,-1818.39,1222.82,614.21,-1124.62,-772.91,4888.30,1051.40,-1147.01,-17.54,-3799.64,-1566.75,-3768.34,-4728.07,3561.59,-1225.40,2224.67,1351.47,-1011.82,409.71,1061.58,4753.28,-802.14,-1137.28,632.14,2207.28,1931.75,-1515.76,-2950.62,2068.96,29.94,886.81,2936.47,0.00
